,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,color_8,color_9,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,color_18,color_19,color_20,color_21,color_22,color_23,color_24,color_25,color_26,color_27,color_28,color_29,color_30,color_31,color_32,color_33,color_34,color_35,color_36,color_37,color_38,color_39,color_40,color_41,color_42,color_43,color_44,color_45,color_46,color_47,color_48,color_49,color_50,color_51,color_52,color_53,color_54,color_55,color_56,color_57,color_58,color_59,color_60,color_61,color_62,color_63,color_64,color_65,color_66,color_67,color_68,color_69,color_70,color_71,color_72,color_73,color_74,color_75,color_76,color_77,color_78,color_79,color_80
74,-3622,-24059,-4093,-24059,-24059,-24059,-24059,-24480,-24059,-23645,-23645,-24480,-24906,-24906,-24269,-23645,-24059,-24059,-3424,-24059,-95,-26226,-24906,-24480,-24269,-23645,-23645,-24059,-24059,-23851,-25559,-26226,-20732,-23851,-23645,-24480,-23237,-23645,-22835,-24692,-25559,-24059,-23851,-23645,-23851,-23645,-23645,-24059,-26002,-25779,-22637,-24059,-23645,-23851,-23645,-23645,-24059,-27606,-23645,-22050,-24059,-23645,-24480,-23237,-23645,-23645,-27139,-24059,-23645,-23645,-24480,-23645,-23645,-23237,-24059,-25340,-22835,-19138,-21666,-24059,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
75,5,-24059,7,-24059,-23440,-24059,-23645,-24480,-24480,-23851,-23237,-24059,-25340,-24692,-24269,-23645,-24059,-24059,-3704,-24059,-1,-25779,-24692,-23237,-24906,-23645,-23440,-24059,-21288,-23645,-24269,-25779,-23237,-24480,-23645,-24480,-23440,-22835,-22835,-24269,-23036,-24059,-24059,-23645,-23645,-23645,-24480,-22637,-25340,-23645,-23645,-24059,-23645,-24059,-23645,-24059,-23237,-25779,-23237,-22835,-24059,-23645,-24480,-23237,-23645,-23440,-25559,-23237,-24059,-23645,-24059,-23645,-23645,-23645,-24906,-24906,-21857,-19310,-23237,-24059,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
76,-1063,-24480,5,-24480,-24059,-23645,-24059,-24480,-24059,-23645,-23237,-24059,-25340,-24480,-24059,-23645,-24059,-24059,-127,-24269,-33,-25122,-24692,-23237,-24480,-23645,-23645,-23851,-22637,-23645,-24269,-25340,-22835,-24480,-23645,-24480,-23237,-23645,-22440,-24059,-24059,-23440,-23645,-23645,-23645,-23645,-23645,-23036,-25122,-23645,-23237,-24059,-23645,-23645,-23645,-23645,-23237,-26226,-23036,-22637,-24059,-23645,-24480,-23237,-23645,-23440,-25779,-23237,-23645,-23645,-24059,-23645,-23645,-23440,-24269,-25122,-22244,-14169,-22835,-24059,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
77,5,-24059,5,-24059,-25559,-24059,-23440,-24480,-24269,-23237,-23440,-24059,-24692,-24692,-24480,-23645,-23851,-24059,-11,-23851,-35,-25779,-24480,-23237,-24269,-23237,-23237,-23645,-24059,-24059,-24269,-26002,-20189,-23036,-23237,-24480,-23237,-23645,-23237,-24480,-25340,-24269,-23440,-23645,-23645,-23645,-23440,-23645,-25779,-25779,-22835,-23851,-23645,-23645,-23645,-23440,-23440,-25340,-23851,-20732,-23851,-23645,-24480,-23237,-23645,-23645,-25122,-24059,-23036,-23645,-24269,-23645,-23645,-23237,-24059,-24906,-23440,-15398,-20010,-23851,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
78,-9,-24059,-28,-23851,-25559,-24059,-6541,-24480,-24059,-23237,-23645,-24059,-24059,-24480,-24480,-23645,-21666,-24059,-4,-23645,-23,-26226,-24059,-22835,-24269,-21101,-23237,-23645,-24059,-24059,-22637,-25779,-19483,-22050,-21288,-24480,-23237,-23645,-23440,-23645,-25122,-24906,-21477,-23645,-23645,-23645,-23237,-23645,-25779,-25779,-22835,-23036,-23645,-23645,-23645,-23237,-23645,-26226,-24692,-17812,-23237,-23645,-24059,-23237,-23645,-23645,-25779,-24480,-22244,-23237,-24059,-23645,-23645,-23237,-24059,-24480,-23645,-15117,-11850,-22835,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
79,-12,-24906,6,-24059,-24059,-23645,-23645,-24480,-24059,-23440,-23237,-24059,-26002,-24480,-24480,-23645,-24059,-24059,-1,-24269,-2596,-25779,-24269,-24480,-24480,-23645,-23237,-24059,-23237,-24059,-24906,-24906,-23645,-24480,-23645,-24480,-23645,-23645,-23237,-24906,-23237,-24059,-23645,-23645,-23645,-24059,-23645,-22835,-25340,-23645,-23645,-24059,-23645,-23645,-23645,-24059,-22440,-25559,-23237,-22835,-24059,-23645,-24269,-23237,-23237,-23036,-25122,-23440,-24059,-23645,-24059,-23645,-23645,-23440,-24906,-24906,-20916,-19833,-23237,-23645,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
80,5,-24059,2,-23645,-23645,-23645,-23645,-24480,-24059,-23237,-23645,-23851,-24480,-24269,-24059,-23237,-24059,-24059,-7624,-24059,-18,-24906,-24059,-24480,-24480,-23645,-23237,-23645,-24059,-24480,-23645,-25779,-22835,-24480,-23645,-24480,-23237,-23645,-23440,-24269,-24269,-24059,-23645,-23645,-23645,-23645,-23237,-23645,-26226,-24480,-23036,-24059,-23645,-23645,-23645,-23237,-23237,-25559,-23440,-21857,-24059,-23645,-24059,-23237,-23645,-23645,-25559,-24269,-23851,-23645,-24059,-23645,-23645,-23237,-24059,-24480,-23237,-17653,-22835,-23645,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
81,2,-24059,6,-23645,-24269,-23851,-23645,-24480,-24059,-23237,-23237,-24059,-24906,-24480,-24059,-23645,-24059,-24059,5,-24059,-5250,-26226,-24906,-24269,-23851,-23440,-23237,-23645,-24059,-24269,-24906,-26226,-20549,-23237,-23440,-24480,-23237,-23645,-23036,-24692,-25559,-24059,-23440,-23645,-23645,-23645,-23237,-23645,-26002,-26002,-22440,-23851,-23645,-23645,-23645,-23440,-23645,-27139,-24059,-20732,-24059,-23645,-24059,-23237,-23440,-23645,-26679,-24480,-22835,-23645,-24059,-23645,-23645,-23237,-24059,-24906,-22835,-16120,-18465,-23645,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
82,2,-24269,-2884,-23645,-24059,-23645,-23645,-24480,-24059,-23440,-23237,-24480,-24059,-24269,-24059,-23440,-24059,-24059,-6,-24692,-651,-26002,-23851,-24480,-24480,-23645,-23237,-24059,-23851,-24480,-25340,-25122,-23645,-24480,-23645,-24480,-23645,-23851,-23036,-24269,-23237,-23645,-23645,-23645,-23645,-23851,-23645,-23036,-25559,-23645,-23237,-24059,-23645,-23645,-23645,-24480,-22440,-25340,-23237,-22637,-24059,-23645,-24059,-23237,-23237,-23036,-25122,-23645,-24059,-23645,-24059,-23645,-23645,-23440,-25340,-24692,-21101,-22637,-23237,-23645,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
83,-1,-23645,3,-23851,-24692,-23645,-23440,-24480,-24059,-23237,-23237,-23851,-24480,-24480,-24269,-23237,-23645,-24059,-129,-23645,-346,-25340,-24269,-23237,-24480,-22835,-23237,-23645,-24059,-24059,-24059,-25779,-20189,-22440,-22440,-24480,-23237,-23645,-23237,-24059,-25559,-24269,-23036,-23645,-23645,-23645,-23237,-23645,-25779,-26002,-22244,-23645,-23645,-23645,-23645,-23237,-23440,-26452,-23851,-20549,-24059,-23645,-24059,-23237,-23237,-23645,-26002,-24480,-22835,-23645,-24059,-23645,-23440,-23237,-24059,-24906,-23036,-15683,-16268,-23645,-23645,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
84,-18,-23851,3,-23645,-25122,-24059,-22637,-24480,-24059,-23237,-23237,-23851,-23851,-24692,-24269,-23237,-21857,-24059,5,-23645,-95,-25340,-24059,-22835,-24480,-22835,-23237,-23645,-24059,-24059,-23645,-25779,-20549,-23036,-23036,-24480,-23237,-23645,-23237,-24059,-24480,-24480,-23036,-23645,-23645,-23645,-23237,-23645,-25779,-24692,-22835,-23645,-23440,-23645,-23645,-23237,-23237,-26226,-23851,-20189,-23851,-23645,-24059,-23237,-23237,-23645,-25340,-24269,-23036,-23440,-24059,-23645,-23237,-23237,-23645,-24692,-23237,-14434,-17025,-23440,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
85,-20,-24059,-1,-23645,-24692,-24059,-22835,-24480,-24059,-23237,-23237,-23851,-24269,-24480,-24269,-23237,-23237,-24059,-10,-23645,-5773,-26226,-24480,-23036,-24059,-22637,-23237,-23645,-24059,-23851,-23440,-26226,-19310,-22440,-22835,-24269,-23237,-23645,-23036,-23440,-25559,-24269,-23036,-23645,-23645,-23645,-23237,-23645,-25779,-25779,-22244,-23645,-23237,-23645,-23237,-23237,-23237,-26452,-24269,-18799,-23645,-23645,-24059,-23237,-23237,-23645,-25779,-24269,-22050,-23440,-24059,-23645,-23237,-23237,-23645,-24480,-23237,-13651,-13524,-23440,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
86,-5362,-24059,-193,-23440,-23851,-23645,-23645,-24480,-24059,-23237,-23237,-24059,-24906,-24692,-24269,-23237,-23645,-24059,5,-23645,-4,-25779,-24269,-23036,-24480,-23645,-23237,-23645,-24059,-23440,-25340,-25779,-19833,-23645,-23440,-24059,-23237,-23851,-22835,-24906,-24692,-23645,-23645,-23645,-23645,-23645,-23237,-23645,-26226,-25340,-22440,-24059,-23237,-23645,-23237,-23237,-23645,-26908,-23440,-21666,-24059,-23645,-24059,-23237,-23237,-23645,-26679,-23645,-23237,-23645,-24059,-23645,-23237,-23237,-24059,-24906,-22050,-15973,-21101,-23645,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
87,-1137,-23645,7,-23440,-23645,-23645,-23645,-24480,-24059,-23851,-23440,-24269,-25559,-24269,-23440,-23237,-23645,-24059,5,-22440,-20,-25559,-24059,-23237,-24480,-23237,-23237,-23645,-21477,-23851,-24906,-25340,-22440,-24269,-23237,-24480,-23237,-24480,-23036,-24906,-23237,-23440,-23645,-23645,-23645,-23645,-23645,-22244,-25559,-23645,-23237,-24059,-23237,-23645,-23237,-23645,-23036,-26226,-22835,-22440,-24059,-23645,-24059,-22835,-23237,-22835,-25779,-22637,-23645,-23645,-24059,-23645,-23237,-23237,-24480,-25122,-19833,-14704,-22835,-23645,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
88,-115,-24059,5,-23851,-23851,-23645,-23645,-24480,-24059,-23440,-23036,-24059,-25340,-24059,-24059,-23237,-23645,-24059,-26,-23851,-119,-26002,-24480,-23237,-24480,-23237,-23237,-23645,-23851,-23851,-24906,-25122,-21857,-24269,-23440,-24269,-23036,-23440,-22835,-24692,-23851,-23645,-23645,-23645,-23645,-23645,-23237,-23237,-24906,-23851,-22835,-24059,-23237,-23645,-23440,-23237,-23036,-25779,-23237,-22244,-24059,-23645,-24059,-22835,-23237,-23237,-25340,-23440,-23237,-23645,-24059,-23645,-23237,-23237,-23851,-24480,-22440,-13524,-21477,-23645,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
89,-61,-23645,-46,-23645,-23645,-23645,-23645,-24480,-24059,-23237,-23440,-24059,-23440,-23851,-24059,-23237,-23645,-24059,-1122,-24269,-670,-23036,-23645,-23645,-24480,-23237,-23237,-23645,-24059,-24059,-25779,-26679,-20732,-23851,-23237,-24480,-22835,-23237,-23237,-25340,-25559,-24059,-23440,-23237,-23645,-23645,-22835,-23237,-25779,-25559,-22440,-23851,-23237,-23645,-23237,-23237,-23237,-25779,-23645,-19483,-23851,-23645,-24059,-22835,-23237,-23237,-25340,-23851,-22835,-23440,-24059,-23237,-23237,-22835,-23645,-24480,-23036,-13779,-16718,-23440,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
90,-108,-23645,-33,-23645,-23645,-23645,-23645,-24480,-24059,-22835,-23237,-24059,-24906,-24059,-24059,-23237,-23645,-23851,-45,-23645,-346,-23036,-24906,-23036,-23851,-23237,-23237,-23645,-24059,-24269,-24269,-26908,-20010,-23440,-23237,-24059,-22835,-23237,-22835,-24269,-26452,-23851,-23440,-23237,-23645,-23645,-23237,-23645,-26002,-25779,-22050,-24059,-23237,-23645,-23237,-23036,-23645,-26908,-23440,-20368,-24059,-23645,-24059,-22835,-23237,-23645,-26679,-24059,-22440,-23645,-24059,-23237,-23237,-22835,-23645,-24906,-21666,-16417,-17653,-23645,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
91,-103,-23851,10,-24906,-23237,-23440,-23645,-24480,-24059,-23440,-23237,-23851,-25779,-24480,-23851,-23237,-23645,-24059,5,-24480,-54,-25340,-24059,-24059,-24480,-23237,-23237,-23645,-22050,-23645,-24480,-24906,-23237,-24059,-23237,-24480,-22835,-23440,-23237,-24480,-22835,-23645,-23645,-23237,-23440,-23645,-23440,-22835,-25122,-23440,-23237,-24059,-23237,-23645,-23237,-23237,-22637,-25779,-22440,-22440,-24059,-23645,-24059,-22835,-23036,-22835,-25340,-22835,-23645,-23645,-24059,-23237,-23237,-22835,-24059,-24906,-21477,-16120,-22835,-23645,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
92,-11,-23645,2,-23851,-24059,-23645,-23645,-24480,-24059,-23036,-23237,-24059,-25340,-24059,-24059,-23237,-23645,-23645,-521,-23645,-17,-25779,-24059,-23645,-24059,-23237,-22835,-23645,-24059,-24059,-25340,-25122,-20010,-23645,-23237,-24059,-22835,-23237,-23440,-25122,-24906,-23645,-23645,-23237,-23645,-23237,-23237,-23851,-26002,-25779,-22050,-24059,-23237,-23645,-23237,-23036,-23851,-27606,-23645,-20732,-23851,-23645,-24059,-22835,-23237,-23851,-27372,-24692,-23036,-23237,-24059,-23237,-23237,-22835,-23645,-25122,-23237,-20368,-18300,-23237,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
93,4,-23645,-5362,-23851,-24269,-23440,-23645,-24480,-24059,-23036,-23237,-23851,-25559,-24480,-24059,-23036,-23645,-23851,5,-23645,-8,-26226,-24480,-23237,-24059,-23237,-22835,-23440,-24059,-23645,-25340,-25779,-18968,-23645,-23237,-24059,-22835,-23237,-22637,-24269,-25559,-23237,-23645,-23237,-23645,-23440,-23036,-23851,-26002,-25340,-22244,-24059,-23237,-23645,-23237,-22835,-23440,-27139,-23237,-20368,-24059,-23237,-24059,-22835,-23237,-23440,-26679,-24059,-22637,-23237,-24059,-23237,-23237,-22835,-23645,-25122,-21857,-13524,-16567,-23237,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
94,4,-23645,3,-23237,-23851,-23440,-23645,-24480,-24059,-22835,-23645,-20010,-25559,-21477,-23440,-23237,-23645,-23645,0,-24059,2,-26226,-24906,-22637,-24480,-23237,-22835,-23645,-24059,-23237,-25559,-26226,-20010,-24059,-23237,-24059,-22835,-23237,-22637,-23237,-24480,-22835,-23645,-23237,-23645,-23237,-23036,-23851,-25340,-24692,-22637,-24059,-23237,-23645,-23237,-22835,-23237,-26679,-22835,-21288,-24059,-23237,-24059,-22835,-23237,-23237,-26226,-23237,-21857,-23237,-24059,-23237,-23237,-22835,-23645,-25340,-19310,-8857,-15117,-23645,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
95,-95,-23645,5,-23645,-23645,-23237,-23645,-24269,-24059,-23036,-23237,-24059,-23645,-23645,-24059,-23237,-23645,-23851,0,-24059,-1994,-21101,-23440,-24059,-24480,-23237,-22835,-23645,-23851,-23645,-24269,-24906,-23237,-24059,-23237,-24269,-22835,-23645,-22637,-23645,-22835,-23645,-23645,-23237,-23645,-23237,-23237,-23440,-23440,-23237,-22835,-24059,-23237,-23645,-23237,-23237,-23440,-24269,-22835,-22440,-24059,-23237,-24059,-22835,-23237,-23440,-24269,-23440,-23036,-23237,-24059,-23237,-23237,-22835,-24059,-23851,-21288,-17025,-22244,-23645,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
96,-110,-23645,-7471,-20368,-23645,-23645,-23645,-24059,-24059,-22835,-23237,-23036,-25779,-24269,-23440,-23237,-23645,-23645,0,-23645,-8,-26226,-26679,-19138,-24480,-23237,-22835,-23645,-24059,-24269,-24906,-27139,-19310,-23851,-23237,-24059,-22835,-23237,-22835,-24269,-25779,-23645,-23645,-23237,-23645,-23237,-22835,-23645,-26226,-25559,-22050,-24059,-23237,-23645,-23237,-22835,-23645,-27139,-23237,-19833,-23645,-23237,-24059,-22835,-23237,-23645,-26679,-24480,-22440,-23237,-24059,-23237,-23237,-22835,-23645,-24906,-22050,-14434,-13779,-23237,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
97,-890,-23645,-1349,-23440,-23440,-23645,-23645,-24059,-24059,-22835,-23237,-23851,-24692,-24059,-24059,-23036,-23645,-23851,6,-23645,-2,-25340,-23851,-23440,-24480,-23237,-22835,-23237,-24059,-23851,-23645,-25559,-20916,-23851,-23237,-24059,-22835,-23237,-22835,-24059,-24269,-23645,-23440,-23237,-23645,-23440,-22835,-23645,-25559,-24692,-22244,-24059,-23237,-23645,-23237,-22835,-23237,-26452,-23036,-20189,-23851,-23237,-24059,-22835,-23237,-23237,-26002,-24269,-22835,-23036,-24059,-23237,-23237,-22835,-23645,-24480,-22244,-14569,-15973,-22835,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
98,0,-23645,-76,-23237,-23440,-23237,-23645,-24480,-24059,-22835,-23237,-24059,-24480,-24059,-24059,-23237,-23645,-23645,1,-23645,-12,-24059,-23851,-23851,-24480,-23237,-22835,-23440,-23851,-23645,-23645,-25122,-22440,-24059,-23237,-24059,-22835,-23237,-23237,-23645,-23645,-23645,-23645,-23237,-23645,-23237,-22835,-23237,-24480,-24269,-22440,-24059,-23237,-23645,-23237,-22835,-22835,-24269,-23237,-20732,-23851,-23237,-24059,-22835,-23237,-23237,-24059,-23851,-23036,-23237,-24059,-23237,-23237,-22835,-23645,-23851,-23036,-20368,-18465,-23237,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
99,-56,-23851,6,-23645,-23645,-23237,-23645,-24269,-24059,-23237,-23237,-24059,-24480,-23851,-24059,-23237,-23645,-23851,6,-23645,-93,-24269,-23645,-24059,-24480,-23237,-22835,-23440,-23645,-23645,-24269,-24906,-23237,-24059,-23237,-24059,-22835,-23440,-23237,-24269,-23237,-23645,-23645,-23237,-23645,-23237,-22835,-23237,-23851,-23645,-23237,-24059,-23237,-23645,-23237,-23036,-22835,-24906,-22835,-22440,-24059,-23237,-24059,-22835,-23237,-23237,-24692,-23237,-23645,-23237,-24059,-23237,-23237,-22835,-23645,-24480,-23237,-23036,-22440,-23645,-23237,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b,b
